Nom de l'établissement;Adresse;Site Web;;;;;;;;;;Status
Hameau du Manoir de La Gabertie: Grand gîte Lot-et-Garonne Grand gite avec piscine Lot (Aquitaine);715 Chem. de la Gabertie 47370 Thézac France;http://www.manoirlagabertie.com/;;;;;;;;;;
Gite avec piscine au Domaine Du Vieux Chateau à Tingry sur la côte d'opale;62830 Tingry France;;;;;;;;;;;
Gite Lot-et-Garonne ''La Vieille Maison'' en campagne avec piscine privée;936 Rte d'Eymet 47800 La Sauvetat-du-Dropt France;http://bernotte.com/;;;;;;;;;;
Gite Domaine de Montagnac;D306 09500 Saint-Félix-de-Tournegat France;http://www.montagnac.eu/;;;;;;;;;;
Maison de caractère - gite-Vallée du Lot - Piscine privée !;le pigeonnier et la bergerie + piscine privée lascassines 957 Rte du Pouchalou 47370 Tournon-d'Agenais France;https://www.maisons-de-vacances-france.com/;;;;;;;;;;
Gites Lot et Garonne - Piscine privée- Wifi...;Lascassines 47370 Tournon-d'Agenais France;https://www.maisons-de-vacances-france.com/;;;;;;;;;;
Les Gites du Cabardès : gite proche Carcassonne gite avec piscine chauffee gite 12 personnes gite de france airbnb;7 Rue des Jardins 11610 Ventenac-Cabardès France;https://carcassonne-holidays.com/;;;;;;;;;;
Gite en Cévennes avec piscine;30110 Laval-Pradel France;;;;;;;;;;;
Gite de charme à la ferme;Le Rey 12200 Savignac France;;;;;;;;;;;
Eco-gites des Camparols;Hameau du Poujol 194 Fouilho 34390 Prémian France;http://www.ecogite-camparols.com/;;;;;;;;;;
Gite à la ferme Savignac-Lédrier;Bas brugnas 793 Imp. des Charmilles 24270 Savignac-Lédrier France;https://www.gite-a-la-ferme-dordogne.fr/;;;;;;;;;;
GITE PISCINE SPA;85150 Saint-Georges-de-Pointindoux France;https://www.clevacances.com/fr/locationvacances/paysdelaloire/vendee/saintgeorgesdepointindoux-34682/gite_piscine_spa_salle_de_sport_etang_a_st_georges_de_pointindoux/48537;;;;;;;;;;
Gites de la Vaysse;gites de la Vaysse - Two-Bedroom House 24540 Vergt-de-Biron France;https://www.booking.com/hotel/fr/gites-de-la-vaysse.fr.html;;;;;;;;;;
La Grange - Gite PMR 7 personnes avec piscine;49650 Allonnes France;https://br.bluepillow.com/search/6397573db05b4aeb869b0f0d?dest=bpvr&cat=Cottage&lat=47.30742&lng=0.0238&language=pt;;;;;;;;;;
Domaine La Balme Gites piscines privées Lot frontière Dordogne;2110 ROUTE DE GOURDON 46310 Peyrilles France;http://domainelabalme.com/;;;;;;;;;;
GITE LE PRE AUX ANES;121 Rue du Pré aux ânes 76640 Terres-de-Caux France;https://frinn.click/gite-pre-aux-jnktvw;;;;;;;;;;
Gites La prairie des prés;17 Le Clos des Prairies 88120 Vagney France;https://la-prairie-des-pres.com/;;;;;;;;;;
GITE LA SOURCE;France Fontjean 07430 Vernosc-lès-Annonay France;;;;;;;;;;;
Les Gites du Village;Lieu dit le Village D703 24250 La Roque-Gageac France;http://www.gites-perigord-roque-gageac.com/;;;;;;;;;;
Gite des Oliviers ***;Chem. des Combes 30200 La Roque-sur-Cèze France;https://gite-des-oliviers.cleasite.fr/?fbclid=IwAR1lc-jFL7Mri47FZAZFF9bedPF83HcOwa7Lg9zM94TtMNRE4B9v62bobrA;;;;;;;;;;
LA ROULOTTE DE ROQUECOR - GITES GRAND PRE ! - AVEC PISCINE - QUERCY SUD OUEST;82150 Roquecor France;;;;;;;;;;;
Gite la Capelle Sigean Narbonne Leucate Aude Pays Cathares Occitanie;4 Rue de la Capelle 11540 Roquefort-des-Corbières France;http://gitelacapelle.com/;;;;;;;;;;
Gite la Tuilerie 46;647 chemin du champs nègres 46330 Tour-de-Faure France;https://latuilerie.ellohaweb.com/;;;;;;;;;;
Gite st cirq Lapopie piscine vue imprenable - Four-Bedroom House;46330 Tour-de-Faure France;;;;;;;;;;;
Les Gites de la Roche Élie;La Roche Élie 3 Rue des Tres Veyes 79120 Rom France;https://les-gites-de-la-roche-elie.fr/;;;;;;;;;;
Gite du Jouteau;RD 105 72140 Mont France;https://echappeesarthoise.jimdofree.com/;;;;;;;;;;
Loft & Pool (Gite & Sauna);6C Rue du Bickenberg N°6C 68570 Osenbach France;http://www.loftpanorama.fr/;;;;;;;;;;
Gite La grave Haute Sud avec piscine - DORDOGNE - LALINDE;945 Grave Haute S 24150 Mauzac-et-Grand-Castang France;https://www.gite24lagravehaute.fr/;;;;;;;;;;
Gite avec piscine;2 Grand Rue 79210 Mauzé-sur-le-Mignon France;https://locofr.click/gite-avec-piscine-rgj90u;;;;;;;;;;
Gite ozon07;15 Les Granges 07370 Ozon France;http://www.ozon07.fr/;;;;;;;;;;
Gite Au Naturel;7 Rue Froide 10270 Montreuil-sur-Barse France;;;;;;;;;;;
LES GITES DU SAPEY - GITES ET DOMAINE MARIAGE;1 LE SAPEY 25580 Les Premiers Sapins France;https://www.lesgitesdusapey.fr/;;;;;;;;;;
Gite le petit pied du bois;Sur le Mont 14260 Les Monts d'Aunay France;https://www.cybevasion.fr/gites-gite-15-pers--avec-biosauna-spa-billard-baby-flipper-ondefontaine-e61879.html;;;;;;;;;;
Gite Les Piphanes;43 Rte des Boutaudières 17600 Nancras France;https://www.amivac.com/rental/165c07999d377f19?hl=fr_FR;;;;;;;;;;
Les gites de la Goujatte;718 ROUTE DE LA GOUJATTE 47150 Montagnac-sur-Lède France;http://www.les-gites.fr/;;;;;;;;;;
La Maison Carrée : Gite de charme 8 personnes climatisés et piscine chauffée privative;48 Av. de la Préhistoire 24620 Les Eyzies France;https://www.lesmaisonsdejerome.com/;;;;;;;;;;
Maison de Coumanis -Gite;Belloc Château 09200 Montjoie-en-Couserans France;https://www.maisondecoumanis.com/;;;;;;;;;;
GITE RURAL AVEC PISCINE CHAUFFEE \n Randonnées Vtt Tourisme MONTAIGU DE QUERCY;82150 Montaigu-de-Quercy France;;;;;;;;;;;
GITE La Maison dans les Vignes;1 Les Maillets 33220 Riocaud France;https://gitemaisondanslesv.wixsite.com/maisondanslesvignes;;;;;;;;;;
Gite oye plage;80 Av. Paul Machy 62215 Oye-Plage France;https://courdenteric.wixsite.com/gitesoyeplage;;;;;;;;;;
Grand Gite du Domaine de la Coulombrière;La Coulombrière 61140 Rives d'Andaine France;https://www.domainedelacoulombriere.fr/;;;;;;;;;;
GITE ET CHAMBRE D'HOTE PISCINE LA PERRIERE PERIGORD DORDOGNE VUE VALLEE DORDOGNE;621 chemin de martel 24220 Coux et Bigaroque-Mouzens France;;;;;;;;;;;
Gite STANDING pour couple AVEC PISCINE CHAUFFÉE & COUVERTE LOCATION À LA SEMAINE + SPA;Lieu dit tantrigue 11170 Alzonne France;https://www.gites-tantrigue.fr/;;;;;;;;;;
Gite Vosges ski piscine jeux tennis Nid Douillet bébé Animaux gite 2/5p + Wifi Hammam;7 Rue du Pont Charreau 88160 Le Ménil France;https://sites.google.com/site/gitevosges/;;;;;;;;;;
"Gite le ""Crocus Blanc""";14 Rue Bellevue 67130 Muhlbach-sur-Bruche France;;;;;;;;;;;
Gites la Genetiere ( Mr et Mme Renaud );332 route de Saint-Vincent La Prise 04200 Noyers-sur-Jabron France;https://gitelagenetiere.fr/;;;;;;;;;;
Gite avec piscine en Bourgogne;89390 Ravières France;https://www.vrbo.com/pdp/lo/94741583?MDPCID=VRBO-META.HPA.WEB-ORGANIC.VR;;;;;;;;;;
Domaine Les Noyers: propriété viticole & gites de vacances;7 Av. du Quatre Août 1792 11700 Montbrun-des-Corbières France;https://www.instagram.com/domaine_les_noyers/;;;;;;;;;;
Gite Libecciu;Lieu-dit Saint-Leonard 20233 Pietracorbara France;https://www.facebook.com/sci.libecciu;;;;;;;;;;
Gite Roudier et Piscine Privée;47290 Monbahus France;https://www.vrbo.com/pdp/lo/100929915?MDPCID=VRBO-META.HPA.WEB-ORGANIC.VR;;;;;;;;;;
GITE INDEPENDANT avec piscine chauffée proche de ROCAMADOUR;46200 Pinsac France;;;;;;;;;;;
Gite avec piscine;La ville Augrenier 35550 Pipriac France;;;;;;;;;;;
Le Grenier d'Ouilly au cœur du Pays d'Auge - Gite avec piscine a 20 min des plages;14100 Ouilly-le-Vicomte France;https://br.bluepillow.com/search/655201201811a9820ebfbc82?dest=ago&cat=Vacation+rental+%28other%29&lat=49.18319&lng=0.2245&language=pt;;;;;;;;;;
La Maison Neuve Gites Madré;30 La Maison Neuve 53250 Madré France;https://www.lamaisonneuve.com/;;;;;;;;;;
Le Mas Hauregard location de gites vacances piscine privee au pied des Cevennes Gard;Le Coussac 30960 Les Mages France;https://www.amivac.com/location-vacances/annonce-91842826;;;;;;;;;;
Gites Les Chalets du Boucillon;665 Boucillon 07360 Les Ollières-sur-Eyrieux France;https://leschaletsduboucillon.fr/;;;;;;;;;;
Gite rural avec grande piscine chauffée et aire de jeux pour enfants à Rouede.;31160 Rouède France;;;;;;;;;;;
Village de Gites Le Frigoulet;110 Frigoulet 07120 Balazuc France;http://www.gites-frigoulet.com/;;;;;;;;;;
Gite de groupe LA source;Les Angles 43340 Saint-Christophe-d'Allier France;http://gitelasource.info/;;;;;;;;;;
GITE les p'tites cagouilles ***;2 Rue Eutrope Dupon 17240 Saint-Germain-du-Seudre France;https://gitecagouillecharente-maritime.com/;;;;;;;;;;
Gite Du Domaine De Montauban;3 Rte de Montauban 52200 Perrancey-les-Vieux-Moulins France;http://www.domainedemontauban.fr/;;;;;;;;;;
Gite PUECH EVASION;32 Rte de Marssac 81150 Castelnau-de-Lévis France;http://www.puech-evasion.fr/;;;;;;;;;;
LES GÎTES DE KERÉGAL;41 Keregal 22580 Plouha France;http://www.gites-keregal.com/;;;;;;;;;;
Les Gîtes du Goëlo;Rugagal 22580 Plouha France;https://www.lesgitesdugoelo.com/;;;;;;;;;;
Gîtes la petite maison et la maison triangulaire;6 Rue de la Lanterne 16310 Roussines France;http://www.gitesespacedetente.com/;;;;;;;;;;
La Ferme des Chartroux chambres et gîte;Av. des Chartroux 62630 Maresville France;http://www.ferme-des-chartroux.fr/;;;;;;;;;;
Le gîte du Ryokan;76 Rte nationale 62170 Wailly-Beaucamp France;https://le-gite-ryokan.fr/;;;;;;;;;;
Gîtes Au Cœur du Village;1 Pl. de la Mairie 62170 Saint-Aubin France;https://gites-au-coeur-du-village.fr/;;;;;;;;;;
Gîtes Au ChAtô et les Relais en Baie;les-pins FR 51 Rte de la Plage 80120 Quend France;http://www.gite-quend.fr/;;;;;;;;;;
Gîtes du comptoir des écoliers;35 Rue de Champagne 17260 Gémozac France;http://www.gites-du-comptoir-des-ecoliers.com/;;;;;;;;;;
Gîte La Grande Champagne;24 Rue du Chagnaud 17460 Rioux France;https://www.grandsgites.com/gite-17-grande-champagne-655.htm;;;;;;;;;;
Les gîtes de la commanderie de Saint Jean;450 Rte de la Chapelle Saint-Jean 19190 Beynat France;https://www.les-gites-de-la-commanderie-de-saint-jean.com/fr;;;;;;;;;;
"A la Ferme du Bout du Monde "" Gîte""";3 Impasse de Kerguidy Izella Kerguidy-Izella 29770 Plogoff France;https://fermelebars.com/;;;;;;;;;;
Au fil de l'eau - cabanes flottantes et gîtes en Normandie;691 Rue Cauchoise 76400 Colleville France;http://www.giteaufildeleau.fr/;;;;;;;;;;
Aux Étangs de Jourgnac - Gîtes insolites de charme;450 Maison Neuve 87800 Jourgnac France;https://aux-etangs-de-jourgnac.com/;;;;;;;;;;
Domaine de Conillieres - Gîtes de charme avec piscine;2500 chemin des Terriers longuette 83470 Saint-Maximin-la-Sainte-Baume France;http://www.domaine-de-conillieres.com/;;;;;;;;;;
Domaine des Étoiles - Gîtes & Logements Insolites - Rhône-Alpes / Isère;150 All. de la Chapelle 38260 Gillonnay France;https://www.domaine-des-etoiles.com/;;;;;;;;;;
Domaine des Hauts de Rouquette – Gîtes & Lodges à Eymet;39 Rte de Ste Eulalie 24500 Eymet France;https://www.escapades-en-perigord.com/;;;;;;;;;;
Domaine Ferme Sainte Anne Gîte Séminaire Mariage;380 Chem. de la Frm de Saint-Anne 52200 Langres France;http://gite-sainteanne.fr/;;;;;;;;;;
"EcoGîte ""La Maison des bois""";chemin des Arguillères 19 La Vall. des Moulins 50840 Fermanville France;;;;;;;;;;;
Ferme de Soulan Hébergement gîtes de charme Saint Lary Soulan Hautes Pyrénées;307 cami Casimir Vidalon 65170 Saint-Lary-Soulan France;https://www.fermedesoulan.com/;;;;;;;;;;
Gît'Ostal - Le Village de Gîtes à Carcassonne;Chem. de Félines 11000 Carcassonne France;https://www.gitostal-carcassonne.com/;;;;;;;;;;
Gîte à la ferme Cazenove (ouvert de mai à septembre));Le Village 66360 Mantet France;http://www.gitecazenovemantet.fr/;;;;;;;;;;
Gîte - La Perl du Gré;270 Chem. Du Gré 26230 Chantemerle-lès-Grignan France;https://laperldugre.wixsite.com/home;;;;;;;;;;
Gîte au Mont comme à la Maison(Mont Saint Michel);4 Rue de la Haiche 35610 Roz-sur-Couesnon France;https://gite-mont-saint-michel.com/;;;;;;;;;;
"Gîte de groupe ""La Sargotte""";7 Rte du Château 18160 Saint-Baudel France;;;;;;;;;;;
Gîte du Beaujolais Bleu - Grand Gîte Lac des Sapins - Piscine & Jacuzzi;254 Fedollière 69550 Saint-Jean-la-Bussière France;https://www.grandgitelacdessapins.com/?utm_source=GMB;;;;;;;;;;
Gîte du Domaine de Kerantroad : gîte à Plonévez-Porzay en bord de mer;3 Kerantroad 29550 Plonévez-Porzay France;https://domainedekerantroad.bzh/;;;;;;;;;;
Gîte du Lapin Bleu - Promotion 30% durant les vacances d'été;29 Rue de Châlons 51320 Coole France;https://gite-lapinbleu.com/;;;;;;;;;;
Gîte L'Olivier Cap-Fréhel - Pléneuf-Val-André- mer;79 La Chapelle 22240 Plurien France;https://gites-pansart.fr/;;;;;;;;;;
Gîte La Belle Vallée - 10 personnes - 4 étoiles & Label Qualité MOSL;2 Rue de la Vallée 57720 Ormersviller France;http://labellevallee57.com/;;;;;;;;;;
Gîte La Villa des deux Galets - Vue mer & Sauna;1 Pl. Victor Hugo 80410 Cayeux-sur-Mer France;https://frloc.click/deux-galets-1vcin6;;;;;;;;;;
Gîte La belle eau calme - jacuzzi et sauna privatifs;26 BIS Rue Belle Fontaine 55120 Futeau France;https://la-belle-eau-calme.fr/;;;;;;;;;;
Gîte Le Chut - Gîte de groupe Alsace - Piscine et Jacuzzi - 11 à 14 personnes;9 Rue des Champs 67310 Rangen France;https://www.alsacedestination.com/;;;;;;;;;;
Gîte Les Jardins Imaginaires atour de maubourguet et marciac;593 Rte des Pyrenees 64460 Monségur France;http://villaimaginaire.fr/;;;;;;;;;;
Gîtes et hébergements la Fourasse à Lunéville;Ferme de la petite fourasse 54300 Lunéville France;;;;;;;;;;;
Gîtes La Ferme de Longues : Location maisons de vacances familiales proche plage Calvados vacances à la ferme avec animaux;10 Rte d'Arromanches 14400 Longues-sur-Mer France;https://www.lafermedelongues.fr/;;;;;;;;;;
Gîtes Les 3 mômes du Mont-saint-Michel groupes jusqu'à 36 personnes;4 Rue des Moulins Moidrey 50170 Pontorson France;https://www.leboncoin.fr/locations_gites/2089182331.htm;;;;;;;;;;
L'Étang de Vie - Gîte & Salle de Réception Fougères;2 Moulin de Saint-François 35133 Landéan France;https://letangdevie.fr/;;;;;;;;;;
L'Escale Sud Gironde - gîte romantique avec jacuzzi privatif;19 Larrecq 33730 Pompéjac France;https://lescalesudgironde.com/reservation-gite-couple/;;;;;;;;;;
L'Estaminet de la vallée : Gîte en alsace (proche Obernai - Strasbourg);19 Rue de la Chapelle 67130 Russ France;https://estaminetdelavallee.com/;;;;;;;;;;
L'Evasion Verte ???? - Les gîtes du climont;25a Rue des Jardins 67420 Colroy-la-Roche France;https://lucea-conciergerie.com/fr/levasion-verte-gite-46p-avec-spa-privatif-et-terrasse1;;;;;;;;;;
La Maison de Gabin et Augustin - Gîte 8 à 14 personnes;34 Rue des Ligeriens 49350 Gennes-Val-de-Loire France;http://www.lamaisondegabinetaugustin.fr/;;;;;;;;;;
La Moussette du Clos Delamare - gîte 3 * près d'Etretat;3 Av. Chauveau 76280 La Poterie-Cap-d'Antifer France;https://www.closdelamare.com/;;;;;;;;;;
Le clos du jardin - Location - Gîte - Hébergement - Zone Industriel des Baterses / Malettes A42 Ain 01 Beynost;68 Rue de la Mairie 01700 Beynost France;http://closdujardin.com/?utm_source=gmb&utm_medium=referral;;;;;;;;;;
le gîte du château - Chez Falco - Au moulin;44 Rue des Écoles 67130 Schirmeck France;https://www.le-gite-du-chateau.fr/fr;;;;;;;;;;
Le Jardin Des 4 Saisons Gîte Chambre Piscine Climatisation Proche Le Mans;les bazolières 1457 Rte des Plouzières 72560 Changé France;https://lejardindes4saisons.com/;;;;;;;;;;
Le Moulin du Bocage - Gîte Maroilles;11 Rue du Moulin 59550 Taisnières-en-Thiérache France;https://lemoulindubocage.com/;;;;;;;;;;
Le Puits Jaune - Gîte Nature et Spa;76116 Saint-Denis-le-Thiboult France;https://www.greengo.voyage/hote/le-puits-jaune-gite-nature-et-spa;;;;;;;;;;
Les Floreales - Gîte et Locations insolites - gironde;329 Rte de Saint-Vivien 33190 Saint-Michel-de-Lapujade France;https://www.greengo.voyage/hote/les-floreales;;;;;;;;;;
Les gîtes de La Maison Bleue d’Estialescq : Le Belvue et Le Cocoon;4 Imp. des Crêtes 64290 Estialescq France;https://gitesdemelodie.fr/;;;;;;;;;;
Les Preaux - Gîtes de France;2 Rue du Fay 53120 Carelles France;https://www.gites-de-france-mayenne.com/fr/location/locations-gites-carelles-les-preaux-h53g010635?utm_medium=partoo&utm_source=gbp;;;;;;;;;;
Lioran Cantal Location Gîtes de charme - Domaine de Belinay;Belinay 15430 Paulhac France;;;;;;;;;;;
Logis de Chalons en Périgord. Deux gîtes atypiques;Castarnou 494 Rte de la Bastide 24250 Domme France;https://www.logisdechalons.com/logisdechalons-en-perigord;;;;;;;;;;
MADAME BAMBOU Gîte Groupe Séminaire Piscine;1 impasse du bas volet 27230 Piencourt France;https://madame.house/madame-bambou;;;;;;;;;;
Mas Héritage – Eco-Gîtes avec Jacuzzi Privatif en Ardèche;1455 Rte de Balbiac 07260 Rosières France;https://www.masheritage.com/;;;;;;;;;;
Résidence Campredon: Gîtes de vacances Hébergement à la montagne pour vos Sports d'Hiver à FONT ROMEU;15 Bd Campredon 66120 Font-Romeu-Odeillo-Via France;http://www.cyprien-location.com/;;;;;;;;;;
Roz Avel - Gîte 8 personnes à Caurel - Lac de Guerlédan - Sauna & jardin;17 Rue de la Traversière 22530 Caurel France;https://www.locationlacguerledan.com/;;;;;;;;;;
Villa la Licorne - Chambres et Gîte en Provence;194 Chem. de la Pouzzaraque 13720 Belcodène France;https://www.villalalicorne.com/;;;;;;;;;;
Village de gîtes du Mt St Michel - l'Anse de Moidrey;23 Rte de la Grève Moidrey 50170 Pontorson France;http://www.village-gites-mont-saint-michel.com/;;;;;;;;;;
Village de vacances de Marc | Chambre et Gîtes | - Auzat - Ariège - Pyrénées;1 Marc 09220 Auzat France;https://www.marc-montmija.com/etablissements/village-de-vacances-de-marc-ete/?season=ete&utm_source=google&utm_medium=organic&utm_campaign=gmb;;;;;;;;;;
Village vacances les Lambrilles | Location Gîtes - Location Chalets | Ariège;Les Lambrilles 09240 La Bastide-de-Sérou France;https://www.marc-montmija.com/etablissements/village-de-vacances-les-lambrilles-ete/?season=ete&utm_source=google&utm_medium=organic&utm_campaign=gmb;;;;;;;;;;
Village de gîtes de Chirac;Village de gîtes de Chirac Rte de Doultre 48100 Bourgs sur Colagne France;http://www.gites-chirac.fr/?appaff=GOOGLADD;;;;;;;;;;
Le Village des Templiers - Gîtes et Yourtes;5 bis Chem. de la Folie 60590 Trie-Château France;https://www.levillagedestempliers.com/;;;;;;;;;;
Les Ecogîtes de la Sablière;Plaine de Beslou 41290 Oucques La Nouvelle France;https://ecogitesdelasabliere.fr/;;;;;;;;;;
"Village de Gîtes ""Stereden""";Chemin des Antennes 22560 Pleumeur-Bodou France;https://www.stereden.com/;;;;;;;;;;
Village Vacances Gîtes les Rivières;7 Rue du Stade 85190 Maché France;https://giteslesrivieres.com/;;;;;;;;;;
atHOme Maison - Gîte avec Piscine dans le Jura;2 Chem. du Grand Clos 39250 Mournans-Charbonny France;https://www.maison-athome.com/;;;;;;;;;;
GÎTES ET SOLEIL;1105 Rte du Puntaou 40550 Léon France;;;;;;;;;;;
Combas Village de Gîtes;964 Rte de l’Enéa 24590 Saint-Crépin-et-Carlucet France;https://www.perigordgites.com/;;;;;;;;;;
Gîtes Montmartre;89 Chem. de Coudrie 85300 Le Perrier France;https://www.gites-camping-montmartre-vendee.com/;;;;;;;;;;
Village de Gîtes Le Colombier;60 Rte du Chapitre 48000 Mende France;http://giteslecolombier.com//;;;;;;;;;;
Gîte Cantal - L'Oustal d'André;Puech Lavigne 15600 Leynhac France;https://www.gites.fr/gites_gite-l-oustal-d-andre_leynhac_72010.htm;;;;;;;;;;
Gîte de groupe La Bergerie de Trassouet;897 Trassouet 65710 Campan France;https://labergeriedetrassouet.com/;;;;;;;;;;
Gîtes Le Tucaou;560 chemin de la colonie 65410 Beyrède-Jumet-Camous France;https://www.tucaou.fr/acces-et-contact/;;;;;;;;;;
Gîtes San Austinu;Campo al Grano 20140 Petreto-Bicchisano France;https://sanaustinu.com/;;;;;;;;;;
Le Castéra - Gîtes Roulotte;2209 Le Castéra 31230 Puymaurin France;http://www.lecastera.com/;;;;;;;;;;
Gîte Le Clos des Fontenis;1 Rue Pautrop 08190 Sault-Saint-Remy France;https://www.mongite.net/;;;;;;;;;;
Closerie de Villejouan: Gîte de groupe • Piscine & sauna • 1h30 Paris • Loire & Chambord;6 Villejouan 45190 Cravant France;https://closerievillejouan.fr/;;;;;;;;;;
Grand gîte avec Piscine chauffée & Sauna proche Loire & Chambord. Idéal groupe!;45190 Cravant France;https://www.vrbo.com/pdp/lo/128939624?MDPCID=VRBO-META.HPA.WEB-ORGANIC.VR;;;;;;;;;;
Gîte Mer et piscine: Location de vacances en bord de mer avec piscine couverte et chauffée face à Jersey - Manche Normandie;29 Rue des Boulistes 50270 Surtainville France;;;;;;;;;;;
Gîte Le Transvaal;Le Transvaal 62810 Sus-Saint-Léger France;;;;;;;;;;;
Les carradoux:Maison de vacances gîte piscine location(Ardeche Sud Vallon Pont d´Arc Salavas);40 Chem. du Mas des Graviers 07150 Salavas France;;;;;;;;;;;
Gîte Bleu avec piscine chauffée et sauna : location saisonnière (Manche);17 Rue de la Mer 50580 Port-Bail-sur-Mer France;https://www.clevacances.com/fr/locationvacances/normandie/manche/denneville-18883/gite_bleu_avec_piscine_chauffee_couvertesauna/20468;;;;;;;;;;
La Truffière Village de Gîtes - Locations de vacances en Dordogne proche de Sarlat;892 Rte du Dolmen 24370 Orliaguet France;https://www.la-truffiere.com/;;;;;;;;;;
Gîtes WAO: Gîte grande capacité avec piscine couverte Jacuzzi Sauna ( Grand Est );1 Rte de Nouart 08240 Fossé France;http://www.gites-wao.fr/;;;;;;;;;;
Gîte La Bougie Perlée Saône et Loire;Les Augays 71800 Varennes-sous-Dun France;https://www.labougieperlee.fr/;;;;;;;;;;
Gîte avec piscine dans le Saumurois;49650 Brain-sur-Allonnes France;https://br.bluepillow.com/search/67a4bb99064d51dcdc8ff06a?dest=bpex&cat=House&lat=47.29023&lng=0.04715&language=pt;;;;;;;;;;
Gîte Théophane ***;5 La Rue Neuve 49730 Varennes-sur-Loire France;https://gite-theophane.ovh/;;;;;;;;;;
Gîte Bas Mesnil: location gîte piscine intérieure chauffée PMR 4 épis cottage pool ÎLE ET VILAINE;2 35240 Marcillé-Robert France;http://www.gitedubasmesnil.com/;;;;;;;;;;
Gîte Jeandrée ??????;573 Chem. de Lalande 24200 Vitrac France;https://gitejeandree.fr/;;;;;;;;;;
Gîte LE LOGIS DE PEARL & SPA;24 Rue Bouteville 17220 Salles-sur-Mer France;https://www.abritel.fr/location-vacances/p2061558;;;;;;;;;;
Gîte avec piscine le Relay de la Source;8 Rue de la Solissonnière 85110 Chantonnay France;https://gites-lerelaydelasource.fr/;;;;;;;;;;
Gîtes Bon Air – Village de gîtes à Saint-Flour;16 Rte de Paulhac 15100 Saint-Flour France;https://www.gitesbonair.fr/;;;;;;;;;;
Gîte Enclos de la Rive 15 pers avec piscine privée chauffée;81190 Pampelonne France;;;;;;;;;;;
Gîte Le Bousquet au Pays Basque;Le Bousquet 111 Chem. du Vergé 64520 Sames France;http://sandra-clment.holiduhost.com/;;;;;;;;;;
Gîte 25 personnes DUO Happy Sancerre 9CH 16 Lits Piscine chauffée;18300 Crézancy-en-Sancerre France;https://www.gites.fr/gi62083;;;;;;;;;;
Gîte les Griottes;41 Rue du Carroir Perrin 18300 Verdigny France;https://www.gite-lesgriottes.fr/;;;;;;;;;;
GÎTES LES LAUZIERES;2 Les Lauzières 07110 Tauriers France;http://giteleslauzieres.e-monsite.com/;;;;;;;;;;
Gîte de La Vallée - Grand gîte piscine intérieure;425 La Vallée 44440 Teillé France;https://www.gitedelavallee44.fr/;;;;;;;;;;
Gîte Saint Pierre;16 Rue de Grandchamp 08270 Vaux-Montreuil France;;;;;;;;;;;
Gîte 4/8 pers. avec piscine et pétanque (Aveyron) de Grand gîte avec piscine – lieu de vie nature;12170 Lédergues France;https://www.greengo.voyage/hote/grand-gite-avec-piscine-lieu-de-vie-nature/logement/gite-4-8-pers-avec-piscine-et-petanque-aveyron-maison-entiere;;;;;;;;;;
Gîte de Ker Huon location avec piscine privée couverte et chauffée;Lieu dit Ker Huon 22260 Runan France;http://kerhuon.fr/;;;;;;;;;;
Gîte champêtre avec piscine couverte en Auvergne - FR-1-489-590;03240 Le Theil France;https://br.bluepillow.com/search/6949a4db5c042e01bacd7230?dest=bkng&cat=House&lat=46.37138&lng=3.11669&language=pt;;;;;;;;;;
Gîte Brimbelle piscine jacuzzi;13 Rue Jean Moulin 88120 Vagney France;https://locationgiteshautesvosgescom.wordpress.com/;;;;;;;;;;
L'Atelier : près de Giverny gîte avec piscine;L'Aventure 78270 La Villeneuve-en-Chevrie France;https://www.nomdungite.com/;;;;;;;;;;
La Vintage : près de Giverny gîte avec piscine;L'Aventure 78270 La Villeneuve-en-Chevrie France;https://www.nomdungite.com/;;;;;;;;;;
Les Nuages Fleuris : Gîte avec piscine chauffée (Pyrénées-Atlantiques);7 Chemin de la Carerrasse 64160 Lespourcy France;https://netfr.click/nuages-fleuris-te-36fj46;;;;;;;;;;
Mas des Fontettes - Location Vacances Week-end Maison Villa Gîte 14 personnes avec Piscine Chauffée sur 5ha en Provence;C746+X2R 26510 Sahune France;https://www.lemasdesfontettes.com/;;;;;;;;;;
Le Gîte De La Ferme Du Tertre;501 Rue de Fressain 59234 Villers-au-Tertre France;http://legitedelafermedutertre.com/;;;;;;;;;;
Gîte Ane;2 Chem. de Philipous 09700 Trémoulet France;http://gite-ane.fr/;;;;;;;;;;
Gîte des camazets;La Bouygo 46090 Trespoux-Rassiels France;http://location-lot-gites.fr/;;;;;;;;;;
Gîte Le Saussis;8 Rue de la Croix de Lallevaux 70300 Villers-lès-Luxeuil France;https://huote66.wixsite.com/le-saussis;;;;;;;;;;
Gîte de charme avec piscine privée et jacuzzi dans les Vosges - FR-1-583-128;70300 Villers-lès-Luxeuil France;;;;;;;;;;;
Gîtes dans la Prairie Auvergne;2 Pressoires 15120 Junhac France;http://www.gitesdanslaprairie.fr/;;;;;;;;;;
Domaine des Petites Minaudières (gîte de charme ****);Les Petites Minaudières 86100 Senillé-Saint-Sauveur France;http://www.domainedespetitesminaudieres.com/;;;;;;;;;;
Gîte 4-6 personnes avec piscine chauffée en Baie de Somme;80120 Rue France;https://www.vrbo.com/pdp/lo/115003177?MDPCID=VRBO-META.HPA.WEB-ORGANIC.VR;;;;;;;;;;
